operateur,annee,filiere,consor,code_commune,libelle_commune,code_departement,id_filiere,consototale
GRDF,"2020",Gaz,"2631.69869","09104",Dalou,"09","200","2694.4722"
GRDF,"2020",Gaz,"0.0","09106",Dreuilhe,"09","200","236.96396"
GRDF,"2020",Gaz,"2441.41011","09130",Ganac,"09","200","2513.76016"
GRDF,"2020",Gaz,"4895.87659","09167",Lézat-sur-Lèze,"09","200","9019.09119"
GRDF,"2020",Gaz,"7248.5423","09194",Mirepoix,"09","200","11454.07071"
GRDF,"2020",Gaz,"849.43386","09206",Montferrier,"09","200","1091.53901"
GRDF,"2020",Gaz,"1736.10389","09245",Rieux-de-Pelleport,"09","200","1821.12192"
GRDF,"2020",Gaz,"8839.10264","09265",Saint-Jean-du-Falga,"09","200","11214.92248"
GRDF,"2020",Gaz,"4771.12816","09268",Saint-Lizier,"09","200","17075.41858"
GRDF,"2020",Gaz,"835.59016","09275",Saint-Quirc,"09","200","835.59016"
GRDF,"2020",Gaz,"12068.71808","09282",Saverdun,"09","200","16501.27736"
GRDF,"2020",Gaz,"2281.69757","09329",Vernajoul,"09","200","2390.75571"
Régie d'électricité de Saint-Quirc,"2019",Electricité,"857.0","09076",Canté,"09","100","1043.0"
Régie d'électricité de Saint-Quirc,"2019",Electricité,"554.0","09147",Labatut,"09","100","668.0"
Régie municipale d'électricité de Mercus,"2019",Electricité,"2489.0","09188",Mercus-Garrabet,"09","100","3198.0"
Régie municipale d'électricité de Quie,"2019",Electricité,"1013.0","09240",Quié,"09","100","1108.0"
Régie municipale d'électricité de Saverdun,"2019",Electricité,"10977.0","09282",Saverdun,"09","100","30970.0"
Régie municipale d'électricité de Tarascon sur Ariège,"2019",Electricité,"8160.0","09306",Tarascon-sur-Ariège,"09","100","16006.0"
Régie municipale d'électricité de Vicdessos,"2019",Electricité,"3287.42","09334",Val-de-Sos,"09","100","4255.21"
Régie d'électricité de Saint-Quirc,"2014",Electricité,"369.63","09147",Labatut,"09","100","413.65"
Régie municipale d'électricité d'Arignac,"2014",Electricité,"1872.0","09015",Arignac,"09","100","2440.0"
Régie municipale d'électricité de Mercus,"2014",Electricité,"2207.0","09188",Mercus-Garrabet,"09","100","2971.0"
Régie municipale d'électricité de Quie,"2014",Electricité,"990.0","09240",Quié,"09","100","1058.0"
RTE,"2014",Electricité,"0.0","09139",L'Hospitalet-près-l'Andorre,"09","100","1600.23"
RTE,"2014",Electricité,"0.0","09225",Pamiers,"09","100","53742.21"
GRDF,"2014",Gaz,"1037.0","09050",Benagues,"09","200","2150.0"
GRDF,"2014",Gaz,"199.0","09066",Brassac,"09","200","199.0"
GRDF,"2014",Gaz,"2809.0","09104",Dalou,"09","200","2809.0"
GRDF,"2014",Gaz,"1932.0","09119",Eycheil,"09","200","1932.0"
GRDF,"2014",Gaz,"53001.0","09122",Foix,"09","200","65874.0"
GRDF,"2014",Gaz,"586.0","09174",Loubières,"09","200","586.0"
GRDF,"2014",Gaz,"9765.0","09185",Mazères,"09","200","12093.0"
GRDF,"2014",Gaz,"3602.0","09235",Prat-Bonrepaux,"09","200","4040.0"
GRDF,"2014",Gaz,"39844.0","09261",Saint-Girons,"09","200","45425.0"
GRDF,"2014",Gaz,"6583.0","09268",Saint-Lizier,"09","200","17858.0"
GRDF,"2014",Gaz,"4887.0","09272",Saint-Paul-de-Jarrat,"09","200","4887.0"
GRDF,"2014",Gaz,"2208.0","09273",Saint-Pierre-de-Rivière,"09","200","2208.0"
GRDF,"2014",Gaz,"798.0","09275",Saint-Quirc,"09","200","798.0"
GRDF,"2014",Gaz,"5849.0","09289",Lorp-Sentaraille,"09","200","8112.0"
GRDF,"2014",Gaz,"9066.0","09332",Verniolle,"09","200","10692.0"
Enedis,"2018",Electricité,"143.820574900329","09001",Aigues-Juntes,"09","100","143.820574900329"
Enedis,"2018",Electricité,"512.423324918745","09004",Albiès,"09","100","616.6064988258197"
Enedis,"2018",Electricité,"407.551004532064","09017",Arrien-en-Bethmale,"09","100","496.1440706249478"
Enedis,"2018",Electricité,"237.983106343105","09018",Arrout,"09","100","306.3714927645969"
Enedis,"2018",Electricité,"1810.88694809056","09019",Artigat,"09","100","2354.1096573256364"
Enedis,"2018",Electricité,"107.851492424659","09031",Axiat,"09","100","107.851492424659"
Enedis,"2018",Electricité,"108.91203158552","09033",Bagert,"09","100","108.91203158552"
Enedis,"2018",Electricité,"38.9435659278432","09034",Balacet,"09","100","38.9435659278432"
Enedis,"2018",Electricité,"691.676151945536","09035",Balaguères,"09","100","770.6132148023027"
Enedis,"2018",Electricité,"118.59552656314","09037",Barjac,"09","100","118.59552656314"
Enedis,"2018",Electricité,"891.558951789961","09040",La Bastide-de-Lordat,"09","100","1715.28978549324"
Enedis,"2018",Electricité,"560.850102990134","09041",La Bastide-du-Salat,"09","100","627.1366963841131"
Enedis,"2018",Electricité,"252.214150380452","09046",Bédeille,"09","100","270.3248153162112"
Enedis,"2018",Electricité,"189.372447185015","09048",Belloc,"09","100","282.6888094798194"
Enedis,"2018",Electricité,"553.084061099174","09052",Besset,"09","100","596.8727020096605"
Enedis,"2018",Electricité,"69.8717491229055","09053",Bestiac,"09","100","120.18603848727611"
Enedis,"2018",Electricité,"295.397536939029","09055",Bethmale,"09","100","768.4094307335299"
Enedis,"2018",Electricité,"860.790707114209","09057",Biert,"09","100","974.439442030056"
Enedis,"2018",Electricité,"428.379509562047","09059",Bonac-Irazein,"09","100","471.11397670246754"
Enedis,"2018",Electricité,"2025.05881995441","09066",Brassac,"09","100","2195.529962199148"
Enedis,"2018",Electricité,"113.67210365818","09068",Burret,"09","100","113.67210365818"
Enedis,"2018",Electricité,"1489.70229356667","09070",Les Cabannes,"09","100","2894.1688225947787"
Enedis,"2018",Electricité,"82.9419144888732","09072",Calzan,"09","100","82.9419144888732"
Enedis,"2018",Electricité,"546.645864433511","09074",Camon,"09","100","904.7804446617496"
Enedis,"2018",Electricité,"240.389461983831","09084",Castex,"09","100","240.389461983831"
Enedis,"2018",Electricité,"792.296807109828","09086",Caumont,"09","100","2415.161979521388"
Enedis,"2018",Electricité,"274.368059283068","09087",Caussou,"09","100","274.368059283068"
Enedis,"2018",Electricité,"49.3839930408136","09088",Caychax,"09","100","49.3839930408136"
Enedis,"2018",Electricité,"95.8062964812245","09090",Cazaux,"09","100","95.8062964812245"
Enedis,"2018",Electricité,"491.693043606017","09095",Cescau,"09","100","948.476703983971"
Enedis,"2018",Electricité,"405.577151579976","09109",Durfort,"09","100","405.577151579976"
Enedis,"2018",Electricité,"1237.86525496682","09116",Escosse,"09","100","1488.1007012193365"
Enedis,"2018",Electricité,"1177.67847696041","09119",Eycheil,"09","100","1500.5780525192476"
Enedis,"2018",Electricité,"308.8070629192","09127",Gabre,"09","100","350.110540659552"
Enedis,"2018",Electricité,"764.93328119341","09132",Gaudiès,"09","100","1829.2887198135795"
Enedis,"2018",Electricité,"343.47017702662","09142",Ilhat,"09","100","371.3654135910661"
Enedis,"2018",Electricité,"126.302809902893","09154",Larbont,"09","100","126.302809902893"
Enedis,"2018",Electricité,"1977.19949154479","09161",Léran,"09","100","2562.6135779457754"
Enedis,"2018",Electricité,"336.347326906559","09169",Limbrassac,"09","100","339.4273269065519"
Enedis,"2018",Electricité,"260.390197734446","09175",Ludiès,"09","100","260.390197734446"
Enedis,"2018",Electricité,"1993.48435991218","09182",Massat,"09","100","3306.7897798590807"
Enedis,"2018",Electricité,"106.823541443391","09184",Mauvezin-de-Sainte-Croix,"09","100","106.823541443391"
Enedis,"2018",Electricité,"270.811724260249","09190",Mérigon,"09","100","303.6579613314129"
Enedis,"2018",Electricité,"2510.94262281258","09199",Montaut,"09","100","4364.383887407048"
Enedis,"2018",Electricité,"1614.50610340743","09329",Vernajoul,"09","100","2647.9481806668846"
Enedis,"2018",Electricité,"1032.8618918601","09334",Val-de-Sos,"09","100","1371.3718652603761"
Enedis,"2018",Electricité,"2434.46643149628","09339",Villeneuve-du-Paréage,"09","100","3158.690355363292"
Enedis,"2019",Electricité,"132.438629293837","09001",Aigues-Juntes,"09","100","132.438629293837"
Enedis,"2019",Electricité,"1988.93541230574","09002",Aigues-Vives,"09","100","2212.4199497255463"
Enedis,"2019",Electricité,"523.434866404596","09004",Albiès,"09","100","641.1610293205381"
Enedis,"2019",Electricité,"541.82662526201","09005",Aleu,"09","100","671.107917897436"
Enedis,"2019",Electricité,"421.705661161287","09008",Alos,"09","100","457.203676052761"
Enedis,"2019",Electricité,"219.184637791052","09013",Arabaux,"09","100","241.25563545270973"
Enedis,"2019",Electricité,"617.136170146073","09026",Audressein,"09","100","775.957822839571"
Enedis,"2019",Electricité,"246.848085444673","09027",Augirein,"09","100","246.848085444673"
Enedis,"2019",Electricité,"745.674634995665","09029",Aulus-les-Bains,"09","100","2010.6406172603981"
Enedis,"2019",Electricité,"36.0868345945104","09034",Balacet,"09","100","36.0868345945104"
Enedis,"2019",Electricité,"658.395916634259","09035",Balaguères,"09","100","737.6733176976518"
Enedis,"2019",Electricité,"2635.28384903257","09042",La Bastide-de-Sérou,"09","100","4735.658938221086"
Enedis,"2019",Electricité,"359.551992678176","09044",Baulou,"09","100","414.8044226651488"
Enedis,"2019",Electricité,"165.281379970175","09048",Belloc,"09","100","243.5795426692602"
Enedis,"2019",Electricité,"494.95310629456","09049",Bénac,"09","100","603.0658441865568"
Enedis,"2019",Electricité,"1143.62514107242","09050",Benagues,"09","100","1910.0090434784129"
Enedis,"2019",Electricité,"395.910612316872","09051",Bénaix,"09","100","424.5483849555153"
Enedis,"2019",Electricité,"536.682210345257","09052",Besset,"09","100","593.096210345257"
Enedis,"2019",Electricité,"64.4639687702226","09053",Bestiac,"09","100","64.4639687702226"
Enedis,"2019",Electricité,"1013.49830727183","09054",Betchat,"09","100","1123.8013868939859"
Enedis,"2019",Electricité,"1228.6160541917","09056",Bézac,"09","100","1329.0746979717198"
Enedis,"2019",Electricité,"793.289276867283","09057",Biert,"09","100","946.215422157762"
Enedis,"2019",Electricité,"859.555595147405","09058",Bompas,"09","100","934.7667073093548"
Enedis,"2019",Electricité,"777.462560031653","09062",Bordes-Uchentein,"09","100","927.8252075475309"
Enedis,"2019",Electricité,"277.847181766082","09063",Le Bosc,"09","100","382.54919247749694"
Enedis,"2019",Electricité,"1467.56466528061","09070",Les Cabannes,"09","100","2786.306034971424"
Enedis,"2019",Electricité,"493.805968553598","09074",Camon,"09","100","901.1507135663651"
Enedis,"2019",Electricité,"824.550828232468","09075",Campagne-sur-Arize,"09","100","1036.0935552665785"
Enedis,"2019",Electricité,"259.270944958401","09078",Carcanières,"09","100","447.730142128259"
Enedis,"2019",Electricité,"454.081417928938","09080",Carla-de-Roquefort,"09","100","506.88895190441906"
Enedis,"2019",Electricité,"1294.63825498558","09082",Castelnau-Durban,"09","100","1632.918166423706"
Enedis,"2019",Electricité,"50.6815843491143","09088",Caychax,"09","100","50.6815843491143"
Enedis,"2019",Electricité,"426.313690315537","09093",Celles,"09","100","509.0081209777971"
Enedis,"2019",Electricité,"487.335386047551","09094",Cérizols,"09","100","626.1286028993413"
Enedis,"2019",Electricité,"505.233244940206","09100",Couflens,"09","100","551.2056851443281"
Enedis,"2019",Electricité,"1934.97754913674","09105",Daumazan-sur-Arize,"09","100","3083.624437124712"
Enedis,"2019",Electricité,"530.202179071042","09108",Durban-sur-Arize,"09","100","585.7501658545211"
Enedis,"2019",Electricité,"226.830091933175","09110",Encourtiech,"09","100","439.635005421399"
Enedis,"2019",Electricité,"1503.76096935158","09113",Ercé,"09","100","2017.4610435699951"
Enedis,"2019",Electricité,"332.429431842277","09114",Erp,"09","100","396.6977091542932"
Enedis,"2019",Electricité,"413.468633978737","09115",Esclagne,"09","100","413.468633978737"
Enedis,"2019",Electricité,"1196.55057097469","09116",Escosse,"09","100","1433.7306924597435"
Enedis,"2019",Electricité,"263.885978459585","09117",Esplas,"09","100","295.6024650558265"
Enedis,"2019",Electricité,"1443.07716855943","09125",Fougax-et-Barrineuf,"09","100","1859.958135334051"
Enedis,"2019",Electricité,"390.849916830881","09129",Galey,"09","100","439.2280561021019"
Enedis,"2019",Electricité,"98.6161144997131","09133",Génat,"09","100","98.6161144997131"
Enedis,"2019",Electricité,"168.724674226004","09134",Gestiès,"09","100","218.7345395798106"
Enedis,"2019",Electricité,"458.727798264213","09136",Gourbit,"09","100","458.727798264213"
Enedis,"2019",Electricité,"590.717276611796","09138",L'Herm,"09","100","979.610431304014"
Enedis,"2019",Electricité,"714.429278373023","09140",Ignaux,"09","100","857.1124329858179"
Enedis,"2019",Electricité,"355.516325397119","09142",Ilhat,"09","100","381.7333262032011"
Enedis,"2019",Electricité,"718.091142024842","09149",Lacourt,"09","100","978.4323526989052"
Enedis,"2019",Electricité,"758.676458593826","09150",Lagarde,"09","100","847.1168892793992"
Enedis,"2019",Electricité,"458.215769162861","09153",Lapenne,"09","100","525.4820886255"
Enedis,"2019",Electricité,"6522.16212979806","09157",Laroque-d'Olmes,"09","100","20400.99823858628"
Enedis,"2019",Electricité,"628.671727565644","09158",Lasserre,"09","100","702.5593646564251"
Enedis,"2019",Electricité,"303.252416586933","09159",Lassur,"09","100","380.0806736918513"
Enedis,"2019",Electricité,"195.874591447638","09163",Lescousse,"09","100","195.874591447638"
Enedis,"2019",Electricité,"1234.1321779584","09164",Lescure,"09","100","1577.0187195786255"
Enedis,"2019",Electricité,"349.758133963896","09166",Leychert,"09","100","391.4394965779699"
Enedis,"2019",Electricité,"195.877237363638","09171",Lordat,"09","100","270.9109226831019"
Enedis,"2019",Electricité,"266.24122264593","09175",Ludiès,"09","100","266.24122264593"
Enedis,"2019",Electricité,"1410.16822320083","09176",Luzenac,"09","100","3048.590433872982"
Enedis,"2019",Electricité,"628.475036062804","09177",Madière,"09","100","665.4610915688203"
Enedis,"2019",Electricité,"3053.14462993491","09181",Le Mas-d'Azil,"09","100","5482.420823949767"
Enedis,"2019",Electricité,"1963.21932008485","09182",Massat,"09","100","3151.6203503279053"
Enedis,"2019",Electricité,"114.712664499616","09184",Mauvezin-de-Sainte-Croix,"09","100","114.712664499616"
Enedis,"2019",Electricité,"617.004374842917","09192",Miglos,"09","100","731.909444039291"
Enedis,"2019",Electricité,"59.7117133277933","09195",Monesple,"09","100","59.7117133277933"
Enedis,"2019",Electricité,"519.606050751298","09198",Montardit,"09","100","564.0665493903267"
Enedis,"2019",Electricité,"568.677506334325","09204",Montesquieu-Avantès,"09","100","672.4950341213055"
Enedis,"2019",Electricité,"3632.85322228715","09207",Montgaillard,"09","100","7888.632473288429"
Enedis,"2019",Electricité,"3030.28876037434","09209",Montjoie-en-Couserans,"09","100","3572.6552094951317"
Enedis,"2019",Electricité,"1339.81491935178","09210",Montoulieu,"09","100","1503.652715062711"
Enedis,"2019",Electricité,"406.284329374356","09215",Nalzen,"09","100","477.0272586129175"
Enedis,"2019",Electricité,"158.819491156261","09216",Nescus,"09","100","159.5741867174031"
Enedis,"2019",Electricité,"521.266715865344","09219",Orgibet,"09","100","575.5836886711041"
Enedis,"2019",Electricité,"142.878178516851","09222",Orus,"09","100","142.878178516851"
Enedis,"2019",Electricité,"1697.90177155683","09223",Oust,"09","100","2398.1477412898957"
Enedis,"2019",Electricité,"353.050382607781","09230",Le Pla,"09","100","483.1961641993943"
Enedis,"2019",Electricité,"394.863076414968","09234",Pradières,"09","100","413.9309595867807"
Enedis,"2019",Electricité,"1558.96236621695","09246",Rimont,"09","100","2012.5927418190397"
Enedis,"2019",Electricité,"652.370374601837","09247",Rivèrenert,"09","100","909.4428345877001"
Enedis,"2019",Electricité,"556.032652180711","09249",Roquefixade,"09","100","627.7691174213858"
Enedis,"2019",Electricité,"297.000937605393","09250",Roquefort-les-Cascades,"09","100","297.000937605393"
Enedis,"2019",Electricité,"1121.16683673443","09253",Sabarat,"09","100","1350.0008837918797"
Enedis,"2019",Electricité,"1737.34766729864","09257",Sainte-Croix-Volvestre,"09","100","2585.8410839681846"
Enedis,"2019",Electricité,"536.188799803503","09267",Saint-Lary,"09","100","637.7266266886792"
Enedis,"2019",Electricité,"1050.95440470238","09269",Saint-Martin-de-Caralp,"09","100","1147.7547933128167"
Enedis,"2019",Electricité,"708.268864510855","09270",Saint-Martin-d'Oydes,"09","100","817.149207924357"
Enedis,"2019",Electricité,"670.978295952081","09276",Saint-Victor-Rouzaud,"09","100","828.139398107478"
Enedis,"2019",Electricité,"2034.61947936257","09277",Saint-Ybars,"09","100","2593.5374794618738"
Enedis,"2019",Electricité,"2399.70312311783","09280",Saurat,"09","100","2688.493112602285"
Enedis,"2019",Electricité,"495.260785053616","09284",Ségura,"09","100","495.260785053616"
Enedis,"2019",Electricité,"3389.69449049163","09289",Lorp-Sentaraille,"09","100","9456.128024075255"
Enedis,"2019",Electricité,"375.591939824526","09291",Sentenac-d'Oust,"09","100","422.5539806530788"
Enedis,"2019",Electricité,"2372.4839121102","09293",Serres-sur-Arget,"09","100","2888.897076752999"
Enedis,"2019",Electricité,"413.612121972167","09298",Sorgeat,"09","100","528.633243678002"
Enedis,"2019",Electricité,"1222.11145225978","09299",Soueix-Rogalle,"09","100","1392.358682702781"
Enedis,"2019",Electricité,"903.949551283525","09305",Tabre,"09","100","1254.003390483943"
Enedis,"2019",Electricité,"79.9679118138486","09311",Tignac,"09","100","149.1559563711109"
Enedis,"2019",Electricité,"390.957866591307","09313",Tourtouse,"09","100","446.3814931157736"
Enedis,"2019",Electricité,"353.960273704806","09316",Troye-d'Ariège,"09","100","372.01217025569474"
Enedis,"2019",Electricité,"524.092126842546","09318",Unac,"09","100","583.2877517414441"
Enedis,"2019",Electricité,"222.454072437561","09319",Unzent,"09","100","233.110072437561"
Enedis,"2019",Electricité,"2347.17048232555","09322",Ustou,"09","100","4271.065023416395"
Enedis,"2019",Electricité,"315.931979992685","09323",Vals,"09","100","333.912979992685"
Enedis,"2019",Electricité,"552.566071114412","09326",Vèbre,"09","100","682.78841462885"
Enedis,"2019",Electricité,"903.004959553018","09328",Verdun,"09","100","955.0687514694985"
Enedis,"2019",Electricité,"1646.10015936108","09329",Vernajoul,"09","100","2566.966311587549"
Enedis,"2019",Electricité,"103.873898487427","09330",Vernaux,"09","100","103.873898487427"
Enedis,"2019",Electricité,"2864.29196895461","09336",Villeneuve-d'Olmes,"09","100","4358.051079701503"
Enedis,"2019",Electricité,"405.31537783124","09338",Villeneuve-du-Latou,"09","100","514.2136109757021"
Enedis,"2019",Electricité,"2387.80442885239","09339",Villeneuve-du-Paréage,"09","100","3096.60444320774"
Enedis,"2019",Electricité,"747.63677838986","09342",Sainte-Suzanne,"09","100","894.0378352175419"
Enedis,"2020",Electricité,"2001.935329","09002",Aigues-Vives,"09","100","2253.2896490079997"
Enedis,"2020",Electricité,"495.9436057","09004",Albiès,"09","100","602.2120768999999"
Enedis,"2020",Electricité,"662.9735157","09005",Aleu,"09","100","808.7168933"
Enedis,"2020",Electricité,"170.8540477","09007",Allières,"09","100","181.00623653"
Enedis,"2020",Electricité,"134.2956096","09011",Antras,"09","100","134.2956096"
Enedis,"2020",Electricité,"508.2840932","09014",Argein,"09","100","658.86172345"
Enedis,"2020",Electricité,"754.7790624","09016",Arnave,"09","100","814.1981124"
Enedis,"2020",Electricité,"388.83518","09017",Arrien-en-Bethmale,"09","100","474.10091603"
Enedis,"2020",Electricité,"1757.697012","09019",Artigat,"09","100","2356.8843205900002"
Enedis,"2020",Electricité,"378.9556964","09021",Artix,"09","100","503.38673630000005"
Enedis,"2020",Electricité,"2068.383542","09030",Auzat,"09","100","5263.10040195"
Enedis,"2020",Electricité,"35.83848921","09034",Balacet,"09","100","35.83848921"
Enedis,"2020",Electricité,"120.8173634","09037",Barjac,"09","100","120.8173634"
Enedis,"2020",Electricité,"1118.010404","09039",La Bastide-de-Bousignac,"09","100","7199.831874704001"
Enedis,"2020",Electricité,"1000.049842","09040",La Bastide-de-Lordat,"09","100","2315.12343581"
Enedis,"2020",Electricité,"2851.240323","09042",La Bastide-de-Sérou,"09","100","4663.42417851"
Enedis,"2020",Electricité,"2194.873472","09043",La Bastide-sur-l'Hers,"09","100","2698.857444644"
Enedis,"2020",Electricité,"398.0156684","09044",Baulou,"09","100","420.88474571999996"
Enedis,"2020",Electricité,"492.1812969","09045",Bédeilhac-et-Aynat,"09","100","610.1248935"
Enedis,"2020",Electricité,"3552.477613","09047",Bélesta,"09","100","5194.05791338"
Enedis,"2020",Electricité,"167.4514664","09048",Belloc,"09","100","233.35598413"
Enedis,"2020",Electricité,"64.88250248","09053",Bestiac,"09","100","64.88250248"
Enedis,"2020",Electricité,"1010.596406","09054",Betchat,"09","100","1127.2950752"
Enedis,"2020",Electricité,"881.9069223","09058",Bompas,"09","100","958.96265312"
Enedis,"2020",Electricité,"794.8430953","09062",Bordes-Uchentein,"09","100","951.5434537399999"
Enedis,"2020",Electricité,"302.6278659","09063",Le Bosc,"09","100","397.62959201"
Enedis,"2020",Electricité,"205.5705688","09064",Bouan,"09","100","205.5705688"
Enedis,"2020",Electricité,"543.6425096","09074",Camon,"09","100","920.479946"
Enedis,"2020",Electricité,"803.5377966","09075",Campagne-sur-Arize,"09","100","1057.36590437"
Enedis,"2020",Electricité,"60.24080846","09088",Caychax,"09","100","60.24080846"
Enedis,"2020",Electricité,"123.6172181","09089",Cazals-des-Baylès,"09","100","898.0946805200001"
Enedis,"2020",Electricité,"600.7401726","09091",Cazavet,"09","100","659.63659984"
Enedis,"2020",Electricité,"290.7296562","09092",Cazenave-Serres-et-Allens,"09","100","290.7296562"
Enedis,"2020",Electricité,"397.2414341","09094",Cérizols,"09","100","539.916252"
Enedis,"2020",Electricité,"497.5585338","09095",Cescau,"09","100","1048.3110707"
Enedis,"2020",Electricité,"233.3294332","09096",Château-Verdun,"09","100","299.03761563"
Enedis,"2020",Electricité,"518.4400168","09100",Couflens,"09","100","591.0435162599999"
Enedis,"2020",Electricité,"937.7641435","09101",Coussa,"09","100","1004.0393337500001"
Enedis,"2020",Electricité,"552.1059941","09102",Coutens,"09","100","612.11480948"
Enedis,"2020",Electricité,"1028.171454","09106",Dreuilhe,"09","100","1443.8490643750001"
Enedis,"2020",Electricité,"417.0865077","09109",Durfort,"09","100","417.0865077"
Enedis,"2020",Electricité,"404.4316462","09118",Esplas-de-Sérou,"09","100","509.14907306"
Enedis,"2020",Electricité,"1424.603357","09125",Fougax-et-Barrineuf,"09","100","1885.51021068"
Enedis,"2020",Electricité,"329.5898443","09126",Freychenet,"09","100","362.03983870999997"
Enedis,"2020",Electricité,"1033.937671","09128",Gajan,"09","100","1163.6811270899998"
Enedis,"2020",Electricité,"524.2215842","09131",Garanou,"09","100","723.3894784600001"
Enedis,"2020",Electricité,"666.3590858","09132",Gaudiès,"09","100","2782.5743096799997"
Enedis,"2020",Electricité,"93.6464181","09133",Génat,"09","100","93.6464181"
Enedis,"2020",Electricité,"155.0308714","09134",Gestiès,"09","100","155.0308714"
Enedis,"2020",Electricité,"597.0155935","09137",Gudas,"09","100","658.22201905"
Enedis,"2020",Electricité,"619.6899203","09138",L'Herm,"09","100","976.5163687300001"
Enedis,"2020",Electricité,"517.1422577","09153",Lapenne,"09","100","618.10671084"
Enedis,"2020",Electricité,"1268.276799","09164",Lescure,"09","100","1579.7233704"
Enedis,"2020",Electricité,"536.2325023","09168",Lieurac,"09","100","536.2325023"
Enedis,"2020",Electricité,"947.1807012","09174",Loubières,"09","100","1131.6852663"
Enedis,"2020",Electricité,"1407.934172","09176",Luzenac,"09","100","2968.5459404000003"
Enedis,"2020",Electricité,"699.3925059","09177",Madière,"09","100","756.61355564"
Enedis,"2020",Electricité,"206.7803726","09179",Malléon,"09","100","206.7803726"
Enedis,"2020",Electricité,"119.2077916","09184",Mauvezin-de-Sainte-Croix,"09","100","119.2077916"
Enedis,"2020",Electricité,"1023.515115","09187",Mercenac,"09","100","1168.7565601000001"
Enedis,"2020",Electricité,"97.85394925","09196",Montagagne,"09","100","97.85394925"
Enedis,"2020",Electricité,"210.3315251","09200",Montbel,"09","100","467.71067962999996"
Enedis,"2020",Electricité,"523.995395","09203",Montels,"09","100","567.4688819"
Enedis,"2020",Electricité,"158.4887538","09205",Montfa,"09","100","169.29740650000002"
Enedis,"2020",Electricité,"256.6162929","09212",Montseron,"09","100","256.6162929"
Enedis,"2020",Electricité,"671.2304185","09213",Moulin-Neuf,"09","100","710.2159348800001"
Enedis,"2020",Electricité,"698.7448433","09217",Niaux,"09","100","6120.62637327"
Enedis,"2020",Electricité,"139.9284012","09222",Orus,"09","100","139.9284012"
Enedis,"2020",Electricité,"1246.95111","09224",Pailhès,"09","100","1594.299567752"
Enedis,"2020",Electricité,"338.3106186","09230",Le Pla,"09","100","433.19029424999997"
Enedis,"2020",Electricité,"2112.798758","09235",Prat-Bonrepaux,"09","100","3163.354910524"
Enedis,"2020",Electricité,"2723.458392","09238",Les Pujols,"09","100","5181.52869491"
Enedis,"2020",Electricité,"617.8528551","09239",Quérigut,"09","100","936.4361093"
Enedis,"2020",Electricité,"1459.766758","09241",Rabat-les-Trois-Seigneurs,"09","100","1557.05781537"
Enedis,"2020",Electricité,"1692.486425","09246",Rimont,"09","100","2093.1239472"
Enedis,"2020",Electricité,"545.6062474","09249",Roquefixade,"09","100","605.6692576600001"
Enedis,"2020",Electricité,"570.6373991","09251",Roumengoux,"09","100","657.1799889"
Enedis,"2020",Electricité,"1259.47124","09253",Sabarat,"09","100","1474.5090495700001"
Enedis,"2020",Electricité,"152.3531452","09256",Saint-Bauzeil,"09","100","225.60941359999998"
Enedis,"2020",Electricité,"109.130399","09263",Saint-Jean-du-Castillonnais,"09","100","109.130399"
Enedis,"2020",Electricité,"542.9548833","09267",Saint-Lary,"09","100","648.317927133"
Enedis,"2020",Electricité,"1156.569199","09269",Saint-Martin-de-Caralp,"09","100","1278.0218166"
Enedis,"2020",Electricité,"735.9824505","09270",Saint-Martin-d'Oydes,"09","100","886.4855086"
Enedis,"2020",Electricité,"241.078655","09271",Saint-Michel,"09","100","241.078655"
Enedis,"2020",Electricité,"3469.986146","09272",Saint-Paul-de-Jarrat,"09","100","19523.4240646"
Enedis,"2020",Electricité,"994.8285181","09274",Saint-Quentin-la-Tour,"09","100","1188.865656518"
Enedis,"2020",Electricité,"661.2201452","09276",Saint-Victor-Rouzaud,"09","100","833.77073828"
Enedis,"2020",Electricité,"2118.094095","09277",Saint-Ybars,"09","100","2716.28928"
Enedis,"2020",Electricité,"2774.801337","09285",Seix,"09","100","4382.683695023"
Enedis,"2020",Electricité,"117.3933572","09292",Sentenac-de-Sérou,"09","100","117.3933572"
Enedis,"2020",Electricité,"2472.18265","09293",Serres-sur-Arget,"09","100","2996.62993477"
Enedis,"2020",Electricité,"1224.198999","09301",Soulan,"09","100","1303.67051681"
Enedis,"2020",Electricité,"586.0215748","09309",Teilhet,"09","100","843.94520347"
Enedis,"2020",Electricité,"93.79034049","09311",Tignac,"09","100","165.45247488"
Enedis,"2020",Electricité,"232.8554883","09319",Unzent,"09","100","249.8564883"
Enedis,"2020",Electricité,"147.6103366","09320",Urs,"09","100","151.492669933"
Enedis,"2020",Electricité,"414.6522207","09323",Vals,"09","100","446.4852207"
Enedis,"2020",Electricité,"157.3015681","09325",Vaychis,"09","100","157.3015681"
Enedis,"2020",Electricité,"528.597389","09326",Vèbre,"09","100","646.4410711"
Enedis,"2020",Electricité,"547.4057307","09327",Ventenac,"09","100","653.4446424"
Enedis,"2020",Electricité,"6519.89538","09332",Verniolle,"09","100","15123.548634558001"
Enedis,"2020",Electricité,"403.3208867","09338",Villeneuve-du-Latou,"09","100","506.37150340000005"
Enedis,"2020",Electricité,"504.0813294","09340",Vira,"09","100","581.05504283"
Enedis,"2020",Electricité,"373.4740792","09341",Viviès,"09","100","373.4740792"
