operateur,annee,filiere,consor,code_commune,libelle_commune,code_departement,id_filiere,consototale
Enedis,"2017",Electricité,"362.89","09316",Troye-d'Ariège,"09","100","362.89"
Enedis,"2017",Electricité,"166.81","09320",Urs,"09","100","166.81"
Enedis,"2017",Electricité,"2841.63","09322",Ustou,"09","100","4273.34"
Enedis,"2017",Electricité,"380.75","09323",Vals,"09","100","389.12"
Enedis,"2017",Electricité,"1882.3","09329",Vernajoul,"09","100","2730.74"
Enedis,"2017",Electricité,"2348.7","09331",Le Vernet,"09","100","3554.99"
Enedis,"2017",Electricité,"3507.51","09336",Villeneuve-d'Olmes,"09","100","4532.57"
Enedis,"2017",Electricité,"2797.09","09339",Villeneuve-du-Paréage,"09","100","3183.7400000000002"
Teréga,"2020",Gaz,"0.0","09225",Pamiers,"09","200","79629.05866"
GRDF,"2020",Gaz,"214.22881","09066",Brassac,"09","200","214.22881"
GRDF,"2020",Gaz,"1068.42919","09086",Caumont,"09","200","1871.27816"
GRDF,"2020",Gaz,"664.9921","09103",Crampagna,"09","200","836.59087"
GRDF,"2020",Gaz,"36701.2658","09122",Foix,"09","200","62279.54509"
GRDF,"2020",Gaz,"13675.56117","09160",Lavelanet,"09","200","21113.38161"
GRDF,"2020",Gaz,"8402.5226","09185",Mazères,"09","200","11928.019980000001"
GRDF,"2020",Gaz,"0.0","09199",Montaut,"09","200","0.0"
GRDF,"2020",Gaz,"1169.73418","09209",Montjoie-en-Couserans,"09","200","1169.73418"
GRDF,"2020",Gaz,"46473.71475","09225",Pamiers,"09","200","86817.21655"
GRDF,"2020",Gaz,"0.0","09251",Roumengoux,"09","200","4217.62648"
GRDF,"2020",Gaz,"557.07343","09262",Saint-Jean-d'Aigues-Vives,"09","200","557.07343"
GRDF,"2020",Gaz,"3956.08201","09272",Saint-Paul-de-Jarrat,"09","200","4852.93455"
GRDF,"2020",Gaz,"2150.55364","09273",Saint-Pierre-de-Rivière,"09","200","2221.3362700000002"
GRDF,"2020",Gaz,"4443.0451","09289",Lorp-Sentaraille,"09","200","8243.77177"
GRDF,"2020",Gaz,"813.08001","09305",Tabre,"09","200","813.08001"
Enedis,"2021",Electricité,"138.8803389","09001",Aigues-Juntes,"09","100","138.8803389"
Enedis,"2021",Electricité,"1200.420475","09003",L'Aiguillon,"09","100","1361.24004533"
Enedis,"2021",Electricité,"460.2093536","09008",Alos,"09","100","501.59836692"
Enedis,"2021",Electricité,"102.168887","09011",Antras,"09","100","102.168887"
Enedis,"2021",Electricité,"600.1693275","09014",Argein,"09","100","747.27229299"
Enedis,"2021",Electricité,"42.80071824","09034",Balacet,"09","100","42.80071824"
Enedis,"2021",Electricité,"532.1300779","09045",Bédeilhac-et-Aynat,"09","100","639.9458079"
Enedis,"2021",Electricité,"3721.53026","09047",Bélesta,"09","100","5344.121104039999"
Enedis,"2021",Electricité,"445.0992249","09051",Bénaix,"09","100","482.78934885"
Enedis,"2021",Electricité,"1156.2609","09054",Betchat,"09","100","1261.5245428"
Enedis,"2021",Electricité,"908.2439142","09057",Biert,"09","100","1024.3971473"
Enedis,"2021",Electricité,"227.4643912","09064",Bouan,"09","100","227.4643912"
Enedis,"2021",Electricité,"125.2736151","09069",Buzan,"09","100","125.2736151"
Enedis,"2021",Electricité,"545.8188054","09074",Camon,"09","100","1025.7963087"
Enedis,"2021",Electricité,"284.1695589","09097",Clermont,"09","100","284.1695589"
Enedis,"2021",Electricité,"1230.140987","09099",Cos,"09","100","1408.5898218"
Enedis,"2021",Electricité,"420.2340096","09109",Durfort,"09","100","420.2340096"
Enedis,"2021",Electricité,"319.2405723","09127",Gabre,"09","100","369.12206076"
Enedis,"2021",Electricité,"548.414604","09131",Garanou,"09","100","757.89555439"
Enedis,"2021",Electricité,"176.591795","09134",Gestiès,"09","100","176.591795"
Enedis,"2021",Electricité,"643.8917315","09138",L'Herm,"09","100","1091.25079368"
Enedis,"2021",Electricité,"382.1610278","09142",Ilhat,"09","100","413.70494026"
Enedis,"2021",Electricité,"200.6543458","09146",Justiniac,"09","100","200.6543458"
Enedis,"2021",Electricité,"138.5559609","09162",Lercoul,"09","100","242.2793504"
Enedis,"2021",Electricité,"1278.02157","09164",Lescure,"09","100","1607.29701152"
Enedis,"2021",Electricité,"771.6557811","09177",Madière,"09","100","826.69300405"
Enedis,"2021",Electricité,"359.8892575","09180",Manses,"09","100","731.90524729"
Enedis,"2021",Electricité,"190.6805974","09186",Méras,"09","100","190.6805974"
Enedis,"2021",Electricité,"70.17123382","09195",Monesple,"09","100","70.17123382"
Enedis,"2021",Electricité,"192.9344681","09201",Montégut-en-Couserans,"09","100","192.9344681"
Enedis,"2021",Electricité,"607.9695833","09204",Montesquieu-Avantès,"09","100","706.4844588399999"
Enedis,"2021",Electricité,"165.8263525","09205",Montfa,"09","100","172.750913669"
Enedis,"2021",Electricité,"2692.827311","09206",Montferrier,"09","100","4238.56624383"
Enedis,"2021",Electricité,"3865.429333","09207",Montgaillard,"09","100","7896.09244191"
Enedis,"2021",Electricité,"399.7298148","09208",Montgauch,"09","100","419.95117031"
Enedis,"2021",Electricité,"442.822727","09215",Nalzen,"09","100","547.8583729"
Enedis,"2021",Electricité,"545.025842","09218",Orgeix,"09","100","680.7808357"
Enedis,"2021",Electricité,"34668.068069","09225",Pamiers,"09","100","86718.49856539902"
Enedis,"2021",Electricité,"632.6608616","09227",Péreille,"09","100","632.6608616"
Enedis,"2021",Electricité,"1552.572517","09229",Le Peyrat,"09","100","1813.9819426000001"
Enedis,"2021",Electricité,"157.6104","09233",Pradettes,"09","100","157.6104"
Enedis,"2021",Electricité,"408.1270873","09234",Pradières,"09","100","408.1270873"
Enedis,"2021",Electricité,"2262.305703","09235",Prat-Bonrepaux,"09","100","3283.65124759"
Enedis,"2021",Electricité,"1507.908539","09241",Rabat-les-Trois-Seigneurs,"09","100","1608.696209297"
Enedis,"2021",Electricité,"1671.213686","09246",Rimont,"09","100","2115.12946264"
Enedis,"2021",Electricité,"696.637285","09247",Rivèrenert,"09","100","998.511206"
Enedis,"2021",Electricité,"581.9327712","09249",Roquefixade,"09","100","656.49402436"
Enedis,"2021",Electricité,"638.5164083","09251",Roumengoux,"09","100","722.96111988"
Enedis,"2021",Electricité,"337.0813034","09252",Rouze,"09","100","492.12976434100005"
Enedis,"2021",Electricité,"464.8084631","09259",Saint-Félix-de-Tournegat,"09","100","552.14951387"
Enedis,"2021",Electricité,"1060.620199","09274",Saint-Quentin-la-Tour,"09","100","1273.457462365"
Enedis,"2021",Electricité,"709.825214","09276",Saint-Victor-Rouzaud,"09","100","844.50743132"
Enedis,"2021",Electricité,"204.4686352","09279",Salsein,"09","100","204.4686352"
Enedis,"2021",Electricité,"2787.901797","09280",Saurat,"09","100","2978.38902737"
Enedis,"2021",Electricité,"354.2062973","09281",Sautel,"09","100","434.11834821"
Enedis,"2021",Electricité,"917.6377986","09290",Sentein,"09","100","1093.76344171"
Enedis,"2021",Electricité,"2652.759436","09293",Serres-sur-Arget,"09","100","3274.96917747"
Enedis,"2021",Electricité,"412.2974057","09298",Sorgeat,"09","100","525.931265491"
Enedis,"2021",Electricité,"991.5114592","09305",Tabre,"09","100","1329.4174778000001"
Enedis,"2021",Electricité,"367.0243161","09315",Trémoulet,"09","100","367.0243161"
Enedis,"2021",Electricité,"264.3384877","09319",Unzent,"09","100","278.2844877"
Enedis,"2021",Electricité,"164.9690726","09325",Vaychis,"09","100","164.9690726"
Enedis,"2021",Electricité,"2081.784594","09331",Le Vernet,"09","100","4086.9632177660005"
Enedis,"2021",Electricité,"381.8678109","09341",Viviès,"09","100","381.8678109"
GRDF,"2015",Gaz,"1053.0","09050",Benagues,"09","200","2119.0"
GRDF,"2015",Gaz,"5189.0","09272",Saint-Paul-de-Jarrat,"09","200","5189.0"
GRDF,"2015",Gaz,"1022.0","09305",Tabre,"09","200","1022.0"
GRDF,"2014",Gaz,"400.0","09106",Dreuilhe,"09","200","400.0"
GRDF,"2014",Gaz,"6433.0","09157",Laroque-d'Olmes,"09","200","25650.0"
GRDF,"2014",Gaz,"9226.0","09194",Mirepoix,"09","200","11563.0"
GRDF,"2014",Gaz,"1188.0","09206",Montferrier,"09","200","1188.0"
GRDF,"2014",Gaz,"71594.0","09225",Pamiers,"09","200","95903.0"
GRDF,"2014",Gaz,"5304.0","09312",La Tour-du-Crieu,"09","200","5304.0"
Enedis,"2015",Electricité,"362.97","09117",Esplas,"09","100","362.97"
Enedis,"2015",Electricité,"412.23","09118",Esplas-de-Sérou,"09","100","446.3"
Enedis,"2015",Electricité,"3767.37","09124",Le Fossat,"09","100","12292.03"
Enedis,"2015",Electricité,"2599.06","09130",Ganac,"09","100","2599.2799999999997"
Enedis,"2015",Electricité,"122.11","09133",Génat,"09","100","122.11"
Enedis,"2015",Electricité,"192.24","09143",Illier-et-Laramade,"09","100","192.24"
Enedis,"2015",Electricité,"177.45","09146",Justiniac,"09","100","177.45"
Enedis,"2015",Electricité,"248.54","09155",Larcat,"09","100","248.54"
Enedis,"2015",Electricité,"2255.34","09161",Léran,"09","100","2410.2400000000002"
Enedis,"2015",Electricité,"889.4","09165",Lesparrou,"09","100","889.89"
Enedis,"2015",Electricité,"89.01","09172",Loubaut,"09","100","89.01"
Enedis,"2015",Electricité,"250.0","09175",Ludiès,"09","100","250.0"
Enedis,"2015",Electricité,"125.65","09189",Mérens-les-Vals,"09","100","218.25"
Enedis,"2015",Electricité,"399.09","09193",Mijanès,"09","100","645.5799999999999"
Enedis,"2015",Electricité,"1089.49","09202",Montégut-Plantaurel,"09","100","1452.82"
Enedis,"2016",Electricité,"153.9","09001",Aigues-Juntes,"09","100","153.9"
Enedis,"2016",Electricité,"1363.44","09003",L'Aiguillon,"09","100","1363.44"
Enedis,"2016",Electricité,"643.87","09014",Argein,"09","100","682.03"
Enedis,"2016",Electricité,"866.35","09016",Arnave,"09","100","866.35"
Enedis,"2016",Electricité,"304.68","09018",Arrout,"09","100","304.68"
Enedis,"2016",Electricité,"2072.85","09019",Artigat,"09","100","2329.92"
Enedis,"2016",Electricité,"838.41","09022",Arvigna,"09","100","1010.0699999999999"
Enedis,"2016",Electricité,"894.69","09023",Ascou,"09","100","1520.24"
Enedis,"2016",Electricité,"214.66","09025",Aucazein,"09","100","214.66"
Enedis,"2016",Electricité,"301.99","09027",Augirein,"09","100","301.99"
Enedis,"2016",Electricité,"140.59","09037",Barjac,"09","100","140.59"
Enedis,"2016",Electricité,"1363.48","09039",La Bastide-de-Bousignac,"09","100","4911.549999999999"
Enedis,"2016",Electricité,"4047.37","09042",La Bastide-de-Sérou,"09","100","5044.82"
Enedis,"2016",Electricité,"2689.09","09043",La Bastide-sur-l'Hers,"09","100","2841.5"
Enedis,"2016",Electricité,"581.9","09045",Bédeilhac-et-Aynat,"09","100","582.68"
Enedis,"2016",Electricité,"4435.36","09047",Bélesta,"09","100","5747.0599999999995"
Enedis,"2016",Electricité,"1411.97","09050",Benagues,"09","100","2035.6"
Enedis,"2016",Electricité,"89.1","09053",Bestiac,"09","100","89.1"
Enedis,"2016",Electricité,"405.57","09063",Le Bosc,"09","100","445.14"
Enedis,"2016",Electricité,"238.52","09064",Bouan,"09","100","238.52"
Enedis,"2016",Electricité,"963.29","09065",Boussenac,"09","100","963.29"
Enedis,"2016",Electricité,"554.45","09067",Brie,"09","100","554.45"
Enedis,"2016",Electricité,"135.77","09069",Buzan,"09","100","135.77"
Enedis,"2016",Electricité,"733.41","09074",Camon,"09","100","882.89"
Enedis,"2016",Electricité,"553.06","09080",Carla-de-Roquefort,"09","100","553.06"
Enedis,"2016",Electricité,"53.04","09088",Caychax,"09","100","53.04"
Enedis,"2016",Electricité,"273.22","09092",Cazenave-Serres-et-Allens,"09","100","273.22"
Enedis,"2016",Electricité,"566.1","09094",Cérizols,"09","100","566.14"
Enedis,"2016",Electricité,"1475.2","09099",Cos,"09","100","1475.2"
Enedis,"2016",Electricité,"3034.5","09103",Crampagna,"09","100","3034.5"
Enedis,"2016",Electricité,"2462.83","09105",Daumazan-sur-Arize,"09","100","3305.88"
Enedis,"2016",Electricité,"335.72","09110",Encourtiech,"09","100","446.58000000000004"
Enedis,"2016",Electricité,"459.45","09115",Esclagne,"09","100","459.45"
Enedis,"2016",Electricité,"1440.98","09116",Escosse,"09","100","1457.96"
Enedis,"2016",Electricité,"1435.54","09119",Eycheil,"09","100","1435.8799999999999"
Enedis,"2016",Electricité,"1126.31","09120",Fabas,"09","100","1402.83"
Enedis,"2016",Electricité,"32784.17","09122",Foix,"09","100","63137.59"
Enedis,"2016",Electricité,"1583.69","09125",Fougax-et-Barrineuf,"09","100","1900.93"
Enedis,"2016",Electricité,"374.61","09126",Freychenet,"09","100","374.61"
Enedis,"2016",Electricité,"705.02","09131",Garanou,"09","100","773.9"
Enedis,"2016",Electricité,"857.56","09132",Gaudiès,"09","100","2303.08"
Enedis,"2016",Electricité,"222.61","09134",Gestiès,"09","100","222.61"
Enedis,"2016",Electricité,"572.96","09137",Gudas,"09","100","572.96"
Enedis,"2016",Electricité,"657.16","09140",Ignaux,"09","100","814.93"
Enedis,"2016",Electricité,"500.98","09148",Lacave,"09","100","500.98"
Enedis,"2016",Electricité,"810.89","09149",Lacourt,"09","100","978.15"
Enedis,"2016",Electricité,"1145.45","09150",Lagarde,"09","100","1170.28"
Enedis,"2016",Electricité,"566.92","09153",Lapenne,"09","100","613.18"
Enedis,"2016",Electricité,"136.26","09154",Larbont,"09","100","136.26"
Enedis,"2016",Electricité,"255.66","09155",Larcat,"09","100","255.66"
Enedis,"2016",Electricité,"8485.16","09157",Laroque-d'Olmes,"09","100","23304.309999999998"
Enedis,"2016",Electricité,"373.18","09159",Lassur,"09","100","373.18"
Enedis,"2016",Electricité,"2424.77","09161",Léran,"09","100","2577.35"
Enedis,"2016",Electricité,"339.33","09163",Lescousse,"09","100","339.33"
Enedis,"2016",Electricité,"921.31","09165",Lesparrou,"09","100","921.52"
Enedis,"2016",Electricité,"250.72","09171",Lordat,"09","100","271.63"
Enedis,"2016",Electricité,"260.94","09175",Ludiès,"09","100","260.94"
Enedis,"2016",Electricité,"649.46","09177",Madière,"09","100","649.46"
Enedis,"2016",Electricité,"174.26","09179",Malléon,"09","100","174.26"
Enedis,"2016",Electricité,"464.47","09180",Manses,"09","100","741.36"
Enedis,"2016",Electricité,"117.37","09184",Mauvezin-de-Sainte-Croix,"09","100","117.37"
Enedis,"2016",Electricité,"1196.49","09188",Mercus-Garrabet,"09","100","1234.1"
Enedis,"2016",Electricité,"77.74","09196",Montagagne,"09","100","77.74"
Enedis,"2016",Electricité,"133.79","09197",Montaillou,"09","100","133.79"
Enedis,"2016",Electricité,"202.69","09205",Montfa,"09","100","202.69"
Enedis,"2016",Electricité,"3218.51","09206",Montferrier,"09","100","3914.87"
Enedis,"2016",Electricité,"309.82","09212",Montseron,"09","100","309.82"
Enedis,"2016",Electricité,"184.58","09216",Nescus,"09","100","191.09"
Enedis,"2016",Electricité,"2332.37","09223",Oust,"09","100","2574.68"
Enedis,"2016",Electricité,"226.42","09226",Pech,"09","100","562.87"
Enedis,"2016",Electricité,"670.02","09227",Péreille,"09","100","670.02"
Enedis,"2016",Electricité,"1658.62","09229",Le Peyrat,"09","100","1658.62"
Enedis,"2016",Electricité,"755.66","09231",Le Port,"09","100","755.66"
Enedis,"2016",Electricité,"126.37","09233",Pradettes,"09","100","126.37"
Enedis,"2016",Electricité,"2616.72","09235",Prat-Bonrepaux,"09","100","3043.7699999999995"
Enedis,"2016",Electricité,"3944.39","09245",Rieux-de-Pelleport,"09","100","3990.23"
Enedis,"2016",Electricité,"1876.37","09246",Rimont,"09","100","1985.9299999999998"
Enedis,"2016",Electricité,"1421.41","09253",Sabarat,"09","100","1476.5700000000002"
Enedis,"2016",Electricité,"21673.68","09261",Saint-Girons,"09","100","28403.739999999998"
Enedis,"2016",Electricité,"1139.61","09262",Saint-Jean-d'Aigues-Vives,"09","100","1192.28"
Enedis,"2016",Electricité,"117.79","09263",Saint-Jean-du-Castillonnais,"09","100","117.79"
Enedis,"2016",Electricité,"3996.66","09264",Saint-Jean-de-Verges,"09","100","11207.6"
Enedis,"2016",Electricité,"4376.32","09268",Saint-Lizier,"09","100","13043.869999999999"
Enedis,"2016",Electricité,"247.59","09271",Saint-Michel,"09","100","247.59"
Enedis,"2016",Electricité,"4092.32","09272",Saint-Paul-de-Jarrat,"09","100","15591.210000000001"
Enedis,"2016",Electricité,"1194.13","09274",Saint-Quentin-la-Tour,"09","100","1206.44"
Enedis,"2016",Electricité,"2738.89","09280",Saurat,"09","100","2801.1099999999997"
Enedis,"2016",Electricité,"462.57","09281",Sautel,"09","100","462.57"
Enedis,"2016",Electricité,"564.51","09284",Ségura,"09","100","564.51"
Enedis,"2016",Electricité,"4688.26","09289",Lorp-Sentaraille,"09","100","9576.42"
Enedis,"2016",Electricité,"865.18","09296",Aulos-Sinsat,"09","100","867.5699999999999"
Enedis,"2016",Electricité,"86.59","09297",Sor,"09","100","86.59"
Enedis,"2016",Electricité,"1478.81","09299",Soueix-Rogalle,"09","100","1484.11"
Enedis,"2016",Electricité,"488.99","09306",Tarascon-sur-Ariège,"09","100","888.21"
Enedis,"2016",Electricité,"488.5","09307",Taurignan-Castet,"09","100","488.58"
Enedis,"2016",Electricité,"644.22","09309",Teilhet,"09","100","858.95"
Enedis,"2016",Electricité,"593.35","09318",Unac,"09","100","593.35"
Enedis,"2016",Electricité,"327.03","09319",Unzent,"09","100","346.19"
Enedis,"2016",Electricité,"661.53","09326",Vèbre,"09","100","661.53"
Enedis,"2016",Electricité,"688.45","09327",Ventenac,"09","100","688.45"
Enedis,"2016",Electricité,"979.52","09328",Verdun,"09","100","979.52"
Enedis,"2016",Electricité,"7649.67","09332",Verniolle,"09","100","15514.76"
Enedis,"2016",Electricité,"1161.21","09334",Val-de-Sos,"09","100","1324.98"
Enedis,"2016",Electricité,"182.04","09335",Villeneuve,"09","100","182.04"
Enedis,"2016",Electricité,"382.2","09341",Viviès,"09","100","382.2"
Enedis,"2016",Electricité,"792.45","09342",Sainte-Suzanne,"09","100","849.3000000000001"
GRDF,"2014",Gaz,"1263.0","09086",Caumont,"09","200","1963.0"
GRDF,"2014",Gaz,"844.0","09103",Crampagna,"09","200","844.0"
GRDF,"2014",Gaz,"3327.0","09121",Ferrières-sur-Ariège,"09","200","4314.0"
GRDF,"2014",Gaz,"17523.0","09160",Lavelanet,"09","200","22134.0"
GRDF,"2014",Gaz,"6158.0","09167",Lézat-sur-Lèze,"09","200","8821.0"
GRDF,"2014",Gaz,"11385.0","09265",Saint-Jean-du-Falga,"09","200","12849.0"
GRDF,"2014",Gaz,"1023.0","09305",Tabre,"09","200","1023.0"
GRDF,"2014",Gaz,"2196.0","09336",Villeneuve-d'Olmes,"09","200","11380.0"
Enedis,"2016",Electricité,"650.91","09004",Albiès,"09","100","650.91"
Enedis,"2016",Electricité,"453.07","09008",Alos,"09","100","453.07"
Enedis,"2016",Electricité,"94.4","09012",Appy,"09","100","94.4"
Enedis,"2016",Electricité,"267.56","09013",Arabaux,"09","100","267.56"
Enedis,"2016",Electricité,"462.0","09017",Arrien-en-Bethmale,"09","100","462.0"
Enedis,"2016",Electricité,"1220.13","09029",Aulus-les-Bains,"09","100","1919.39"
Enedis,"2016",Electricité,"787.37","09035",Balaguères,"09","100","787.61"
Enedis,"2016",Electricité,"1200.87","09038",La Bastide-de-Besplas,"09","100","1237.12"
Enedis,"2016",Electricité,"950.58","09040",La Bastide-de-Lordat,"09","100","2095.92"
Enedis,"2016",Electricité,"662.45","09041",La Bastide-du-Salat,"09","100","666.1"
Enedis,"2016",Electricité,"461.94","09044",Baulou,"09","100","461.94"
Enedis,"2016",Electricité,"270.42","09046",Bédeille,"09","100","270.42"
Enedis,"2016",Electricité,"173.17","09048",Belloc,"09","100","219.82999999999998"
Enedis,"2016",Electricité,"630.18","09049",Bénac,"09","100","660.31"
Enedis,"2016",Electricité,"482.15","09051",Bénaix,"09","100","482.15"
Enedis,"2016",Electricité,"588.57","09052",Besset,"09","100","632.1300000000001"
Enedis,"2016",Electricité,"1186.65","09054",Betchat,"09","100","1186.65"
Enedis,"2016",Electricité,"1279.34","09056",Bézac,"09","100","2735.46"
Enedis,"2016",Electricité,"901.68","09058",Bompas,"09","100","901.68"
Enedis,"2016",Electricité,"2900.54","09060",Bonnac,"09","100","2992.31"
Enedis,"2016",Electricité,"1853.6","09061",Les Bordes-sur-Arize,"09","100","2682.97"
Enedis,"2016",Electricité,"854.71","09062",Bordes-Uchentein,"09","100","886.7800000000001"
Enedis,"2016",Electricité,"83.28","09072",Calzan,"09","100","83.28"
Enedis,"2016",Electricité,"2808.97","09079",Carla-Bayle,"09","100","3589.7999999999997"
Enedis,"2016",Electricité,"1009.52","09081",Le Carlaret,"09","100","1101.45"
Enedis,"2016",Electricité,"69.59","09083",Castéras,"09","100","69.59"
Enedis,"2016",Electricité,"2353.64","09085",Castillon-en-Couserans,"09","100","2502.58"
Enedis,"2016",Electricité,"930.03","09086",Caumont,"09","100","2483.49"
Enedis,"2016",Electricité,"322.45","09087",Caussou,"09","100","322.45"
Enedis,"2016",Electricité,"129.67","09090",Cazaux,"09","100","129.67"
Enedis,"2016",Electricité,"453.08","09093",Celles,"09","100","453.08"
Enedis,"2016",Electricité,"304.5","09096",Château-Verdun,"09","100","304.5"
Enedis,"2016",Electricité,"330.73","09097",Clermont,"09","100","330.73"
Enedis,"2016",Electricité,"267.64","09098",Contrazy,"09","100","267.64"
Enedis,"2016",Electricité,"647.07","09100",Couflens,"09","100","647.07"
Enedis,"2016",Electricité,"859.75","09101",Coussa,"09","100","859.75"
Enedis,"2016",Electricité,"642.58","09108",Durban-sur-Arize,"09","100","642.58"
Enedis,"2016",Electricité,"1744.16","09113",Ercé,"09","100","2054.23"
Enedis,"2016",Electricité,"354.58","09117",Esplas,"09","100","354.58"
Enedis,"2016",Electricité,"432.56","09118",Esplas-de-Sérou,"09","100","460.98"
Enedis,"2016",Electricité,"359.56","09123",Fornex,"09","100","678.76"
Enedis,"2016",Electricité,"3807.38","09124",Le Fossat,"09","100","12452.05"
Enedis,"2016",Electricité,"1040.78","09128",Gajan,"09","100","1040.78"
Enedis,"2016",Electricité,"493.66","09129",Galey,"09","100","493.66"
Enedis,"2016",Electricité,"121.28","09133",Génat,"09","100","121.28"
Enedis,"2016",Electricité,"460.6","09136",Gourbit,"09","100","460.6"
Enedis,"2016",Electricité,"201.69","09141",Illartein,"09","100","201.69"
Enedis,"2016",Electricité,"195.95","09151",Lanoux,"09","100","195.95"
Enedis,"2016",Electricité,"100.3","09156",Larnat,"09","100","100.3"
Enedis,"2016",Electricité,"181.97","09162",Lercoul,"09","100","181.97"
Enedis,"2016",Electricité,"8231.51","09167",Lézat-sur-Lèze,"09","100","10829.48"
Enedis,"2016",Electricité,"90.4","09172",Loubaut,"09","100","90.4"
Enedis,"2016",Electricité,"920.75","09173",Loubens,"09","100","920.75"
Enedis,"2016",Electricité,"1040.62","09174",Loubières,"09","100","1142.55"
Enedis,"2016",Electricité,"1138.08","09187",Mercenac,"09","100","1182.61"
Enedis,"2016",Electricité,"179.35","09189",Mérens-les-Vals,"09","100","267.83"
Enedis,"2016",Electricité,"289.95","09190",Mérigon,"09","100","289.95"
Enedis,"2016",Electricité,"693.94","09192",Miglos,"09","100","693.94"
Enedis,"2016",Electricité,"55.97","09195",Monesple,"09","100","55.97"
Enedis,"2016",Electricité,"2798.58","09199",Montaut,"09","100","4077.63"
Enedis,"2016",Electricité,"363.96","09200",Montbel,"09","100","514.29"
Enedis,"2016",Electricité,"216.52","09201",Montégut-en-Couserans,"09","100","216.52"
Enedis,"2016",Electricité,"1085.87","09202",Montégut-Plantaurel,"09","100","1419.3899999999999"
Enedis,"2016",Electricité,"639.51","09203",Montels,"09","100","639.51"
Enedis,"2016",Electricité,"645.59","09204",Montesquieu-Avantès,"09","100","645.59"
Enedis,"2016",Electricité,"4404.16","09207",Montgaillard,"09","100","4867.18"
Enedis,"2016",Electricité,"400.02","09208",Montgauch,"09","100","400.02"
Enedis,"2016",Electricité,"1518.14","09210",Montoulieu,"09","100","1568.8000000000002"
Enedis,"2016",Electricité,"716.77","09211",Montségur,"09","100","716.77"
Enedis,"2016",Electricité,"775.73","09213",Moulin-Neuf,"09","100","782.82"
Régie d'électricité de Saint-Quirc,"2015",Electricité,"424.79","09147",Labatut,"09","100","477.27000000000004"
Enedis,"2016",Electricité,"439.41","09215",Nalzen,"09","100","439.41"
Régie d'électricité de Saint-Quirc,"2015",Electricité,"808.61","09170",Lissac,"09","100","864.75"
Enedis,"2016",Electricité,"899.26","09217",Niaux,"09","100","6474.13"
Enedis,"2016",Electricité,"630.21","09218",Orgeix,"09","100","644.07"
Enedis,"2016",Electricité,"1213.22","09220",Orlu,"09","100","1877.75"
Enedis,"2016",Electricité,"121.0","09222",Orus,"09","100","121.0"
Enedis,"2016",Electricité,"1443.8","09224",Pailhès,"09","100","1448.59"
Enedis,"2016",Electricité,"46691.64","09225",Pamiers,"09","100","85443.22"
Enedis,"2016",Electricité,"421.28","09232",Prades,"09","100","452.80999999999995"
Enedis,"2016",Electricité,"409.86","09234",Pradières,"09","100","409.86"
Enedis,"2016",Electricité,"2596.46","09238",Les Pujols,"09","100","4437.860000000001"
Enedis,"2016",Electricité,"958.45","09239",Quérigut,"09","100","958.45"
Enedis,"2016",Electricité,"1523.21","09241",Rabat-les-Trois-Seigneurs,"09","100","1525.97"
Enedis,"2016",Electricité,"214.14","09242",Raissac,"09","100","279.07"
Enedis,"2016",Electricité,"830.16","09247",Rivèrenert,"09","100","830.16"
Enedis,"2016",Electricité,"335.12","09250",Roquefort-les-Cascades,"09","100","335.12"
Enedis,"2016",Electricité,"983.7","09254",Saint-Amadou,"09","100","1070.25"
Enedis,"2016",Electricité,"199.4","09256",Saint-Bauzeil,"09","100","199.4"
Enedis,"2016",Electricité,"1721.0","09258",Saint-Félix-de-Rieutord,"09","100","1740.11"
Enedis,"2016",Electricité,"440.39","09259",Saint-Félix-de-Tournegat,"09","100","440.39"
Enedis,"2016",Electricité,"8826.87","09265",Saint-Jean-du-Falga,"09","100","13764.670000000002"
Enedis,"2016",Electricité,"215.86","09266",Saint-Julien-de-Gras-Capou,"09","100","216.17000000000002"
Enedis,"2016",Electricité,"1165.88","09269",Saint-Martin-de-Caralp,"09","100","1165.88"
Enedis,"2016",Electricité,"719.16","09270",Saint-Martin-d'Oydes,"09","100","830.4"
Enedis,"2016",Electricité,"2187.78","09273",Saint-Pierre-de-Rivière,"09","100","2187.78"
Enedis,"2016",Electricité,"2731.87","09277",Saint-Ybars,"09","100","2839.35"
Enedis,"2016",Electricité,"149.92","09279",Salsein,"09","100","149.92"
Enedis,"2016",Electricité,"1870.1","09283",Savignac-les-Ormeaux,"09","100","3570.06"
Enedis,"2016",Electricité,"934.33","09290",Sentein,"09","100","960.6600000000001"
Enedis,"2016",Electricité,"2600.56","09293",Serres-sur-Arget,"09","100","3063.8"
Enedis,"2016",Electricité,"395.43","09294",Sieuras,"09","100","395.43"
Enedis,"2016",Electricité,"498.29","09298",Sorgeat,"09","100","564.59"
Enedis,"2016",Electricité,"1291.55","09303",Surba,"09","100","1380.7"
Enedis,"2016",Electricité,"678.03","09308",Taurignan-Vieux,"09","100","678.03"
Enedis,"2016",Electricité,"10181.26","09312",La Tour-du-Crieu,"09","100","11470.08"
Enedis,"2016",Electricité,"177.02","09320",Urs,"09","100","177.02"
Régie municipale d'électricité de Dalou,"2015",Electricité,"1769.0","09104",Dalou,"09","100","1798.0"
Enedis,"2016",Electricité,"1164.99","09321",Ussat,"09","100","1360.55"
